claim_s,fake_flag
@USER لو تم تعليق العمل الحكومي و الخاص ، وإغلاق الصالات الرياضية ألعاب الأطفال الأسواق، والكافيهات والمطاعم والحدائق ، ستنحسر فرص الخروج من المنزل وسيصبح العزل أمر لا مفر منه، وبالتالي سينخفض معدل الاصابة بفيروس كورونا السعودية بشكل كبير ويتم السيطرة والقضاء عليه بإذن الله,0
RT @USER وفاة كورونا من الضحك,0
شاهد طريقة دفن جثمان مصاب بفيروس كورونا بعد وفاته بسبب المرض في العراق .. أين إجراءات وزارة الصحة أين عمل خلية الأزمة ؟! #العراق_ينتفض LINK,0
#ترامب كذب خلال المؤتمر الصحفي يوم الأحد ان الصين لم تبلغ أمريكا عن #فيروس_كورونا لأسابيع عديدة. طبعا هناك اوراق رسمية تقول ان الصين بلغت مركز السيطرة على الأمراض والوقاية منها يوم ٣ يناير. LINK,1
RT @USER #كلنا_مسؤول البقاء في المنزل سلاحنا الأقوى بإذن الله لمواجهة #فايروس_كورونا,0
📌 معالي وزير التعليم لـ #العربية: التعليق يشمل الطلبة والمعلمين والإداريين، ولن يتم استدعاؤهم لأداء أي مهام. #كورونا 👇🏽 LINK,0
1 #كورونا اللّهم ادفع عنّا البلاء والوباء وسائر بلاد المسلمين بحولك وقوتك، فإنه لا حول لنا ولا قوة إلا بك 🤲🏼 #وجد_المشاعر_للدعم #تويتر_ستار_للدعم #قروب_اصايل_للدعم #قروب_الحسناء_للدعم #قروب_الصافي_للدعم #طيف_الخير_للدعم #اسطول_زعماء_تويتر #قروب_ترنداوية #ذكرى_جميلة LINK,0
إنجاز واعد نرجو أن ينتهي إلى خير.. التايم تكشف عن لقاح ضد #كورونا_الجديد أنتجته شركة تقنية حيوية في كيمبردج- ماساسوستش بعد ٤٢ يوم على كشف الصين تركيبه الوراثي. اللقاح في طريقه إلى المعهد الوطني للصحة NIH في بيثيسدا بولاية ميريلاند حيث سيتم تجربته على الإنسان بداية أبريل. LINK,0
RT @USER فيديو | #فرنسا.. ارتفاع عدد وفيات #فايروس_كورونا إلى 562 والإصابات إلى 14459 حالة #الإخبارية LINK,0
"-""الغربة : أن تشعر بفاقتك للأمن ولو كنت في أحضان الوطن ! نم أيها الغريب في مثواك الأخير حيث استكنت للأوجاع بعد آخر نبض.. لقد آن لك أن تستريح فترجل من صهوة الحياة البائسة وتدثر يافتى بالموت الحنون!"") 💔 #عبدالله_الشريف #كورونا LINK",0
يارب كورونا دي متكملش لحد رمضان و تمنع التراويح في المسجد علشان ده هيبقى عقاب بجد!,0
اللهم ان هذا الوبا۽ قد غدا مُُُـُُنُُ,0
مالك شركة علي بابا يساعد أكبر اقتصاد في العالم على محاربة فيروس #كورونا  #CoronavirusPandemic #COVID2019 #وقاية_وأمان  LINK,0
RT @USER انا مضايق من حساب كورونا اللي عالتويتر اكثر من الكورونا بروحها,0
للتأمل كان مطارنا المغلق الآن كل مطارات العالم مغلقه كنا محاصرين ممنوعين من التنقل الآن كل العالم محاصر. كانت أخبار الموت تأتي من اليمن الان أخبار الموت تأتي من أنحاء العالم. كأنها آية كأنها عقوبة لا أدري فقط للتأمل #كورونا,0
هذه فروقات بين الأنفلونزا العادية وكورونا اتمنى أن يتم نشرها حتى يفهم الجميع ولا يفزع من يصاب بالأنفلاونزا العادية فيضنها والأعياذ بالله كورونا LINK,0
هل هذا صحيح ما يتم تداوله في التواصل الاجتماعي عن وجود حالة كورونا في جدة لامراة او اشاعة (في حي البغدادية) #شفاء_حالات_كورونا #كرونا_السعودية #كرونا_في_السعوديه LINK,0
#اغلاق_جسر_الملك_فهد شكلي وانا اشوف حالات اصابة كورونا تزيد LINK,0
RT @USER @USER المصاريه سايقين الهبل اتوقع ربعهم فيه كورونا الله يكفينا شرهم,1
يا جماعه بما ان الحين المفروض نخفف طلعاتنا ونخليها للضرورة بحط لكم المواقع والأبلكيشنات اللي تقدرون تطلبون منها واللي يعرف بعد يفيد الباقي 🌹 #ملازمه_المنزل_واجب_وطني #كورونا,1
#اجلس_في_بيتك فائدتها &gt; 📱 . مسابقة لأفضل شخص يرد على هذه التغريدة هنا.. يعطي أي معلومة صحية جيدة عن فيروس #كورونا . 🛑 شروط المسابقة.. - اضف الحساب - ريتويت للتغريدة - السحب من الردود . 🛑 الجائزة آيفون 11 📱 LINK,1
محلل قناة ٢٤ سعودي الفضائية د. عمر عبدالستار في برنامج نيران ايران : الإصابات التي جاءت من إيران إلى خارج إيران تقول إن إيران أصبحت مركز وباء كورونا .. والنظام الإيراني لم يصارح شعبه ولم يفصل الصحة عن السياسة LINK,1
RT @USER #خرجوا_المعتقلين #خرجوا_المعتقلين_كورونا_جوه_السجون كفايه ان في قتلموها,0
اخبار تشير تقديم موعد الاختبارات النهائية بسبب كورونا  #تقدًيم_الاخبارًات_قبل_رمضًان #تقديمٍ_الاختباراتً التفاصيـــــــل كاملة : LINK .,0
من حق كرامتك عليك مقاطعة محلات القفاري او اي تاجر يراك (ذبابة) كما قال هذا المعتوه، عدم شرائك من منتجاته ومحاله سيجعله يشعر بقيمتك كأنسان قبل كل شيء اخر قبل ان تكون مصدراً لامواله وتجارته اعتز بنفسك ولا تصبح ذبابة كما قال يهشك فتعود اليه #كورونا #السعوديه #مقاطعه_مجموعه_القفاري LINK,1
@USER كلنا كمان حابّين نسبّ مسبة كبيرة. الحجر ضروري من لحظة رجعتك من بلد موبوء حتّى ولو منّك حاسس بالعوارض. الله يشفي الجميع مش بس من مرض الكورونا. #سلامتك_بيدك #خليك_بالبيت #سلامتك_هي_سلامتي #كورونا_لبنان,0
#كورونا هناك من يسخر من منع مصافحة المرأة أو النظر إليها احتياطا للدين، وهو الآن يمتنع من مصافحة الرجال احتياطاً للبدن. إصابة دينك خسارة في الدنيا والآخرة، أما البدن- مع أن الاحتياط له مطلوب- فإن إصابته قد تدخلك الجنة إذا صبرت . @USER,0
الأن يجب من اللجنة العليا الجدية في حظر التجوال، وتطبيق مافعلته الصين قبل وقوع كارثة لا قدرالله. هذه الحالات كانت تحت الحجر الصحي، لا نستغرب من إرتفاع العدد إلى 500، وبعدها قادرين بإذن الله من تخطي العدد اذا تم احتواء البقية بشكل جدي. قادرين بإذن الله. #عمان_تواجه_كورونا,0
لإستشعارنا بالمسوؤلية، وتقديراً لكم❤ وحُرصنا على سلامتكم ، نحفزكم على الجلوس في المنزل لأجل سلامتكم من فايروس #كورونا  فـ قرر فريق عبدول بلس تقديم خصم خاص لأسعار الاشتراكات .. اسعارنا الحالية : شهرين = 10 ريال 3 أشهر = 15 ريال 6 أشهر = 30 ريال المبادرة سارية حتى إشعار اخر🤩,1
RT @USER رحماك ربي ازيح الوباء الموت يفتك بكل الوطن واخبارنا بين خوف ورثاء والليل وشّح جميع المُدن #كورونا LINK,0
⭕ إرتفاع عدد وفيات فيروس كورونا في الجزائر إلى 13 شخصا ⭕ تسجيل 95 حالة إصابة مؤكدة بالفيروس ⭕ حالات الشفاء التام من الفيروس 43 حالة غادرت المستشفيات #ريح_في_داركم #فيروس_كورونا #COVID19dz #coronavirus #algeria #Algerie #Confinement LINK,0
اختفى الجهلاءوالمروجين للمواد السخيفه التي لا تنفع وبقي للوطن: معلم يسهر ليتواصل مع طلابه ويطمئنهم. وطبيب لا يخاف العدوى ويعالج مرضاه. وجندي يسهر مرابطاً لحمايتنا. وعلماء يسابقون الزمن ليجدوا حلا للوباء. وضعت النقاط على الحروف وبان الغالي من العديم #حظر_التجول #كورونا #Covid_19 LINK,1
مقارنة بين أول 10 أيام لانتشار فيرس كورونا بين تركيا وايطاليا، تلاحظون أن معدل نمو فيروس كورونا في تركيا أسرع من معدل النمو الفيرس في إيطاليا، كما يوضح المنحنى في الرسم البياني #تركيا اللون الاصفر LINK,0
RT @USER Mood: #تمديد_العطلة #كورونا_الكويت LINK,0
مبروك #الامريكان اكتشفوا العلاج لمرض #الكورونا خلصت المسرحيه 👍 #الكويت #كرونا_مين_احنا_مصريين #فيروس_كرونا #وزارة_التربية #تركيا #السعودية #قطر #وزارة_الصحة #مصر #الصين #ليبيا #تصويري #امريكا #كيف_نمنع_انتشار_كورونا #وزارة_التعليم #وزارة_الداخلية LINK,0
